Time,Speed
0.0,8.85208333333
3600.0,8.2495
7200.0,7.63083333333
10800.0,7.39266666667
14400.0,7.62258333333
18000.0,7.38375
21600.0,7.49325
25200.0,6.51083333333
28800.0,7.05716666667
32400.0,5.73425
36000.0,5.75491666667
39600.0,5.55866666667
43200.0,5.19908333333
46800.0,5.0845
50400.0,4.71725
54000.0,4.38075
57600.0,3.5865
61200.0,1.59066666667
64800.0,3.86375
68400.0,5.59058333333
72000.0,5.63416666667
75600.0,4.50308333333
79200.0,4.26058333333
82800.0,4.51366666667
86400.0,4.417
90000.0,3.61975
93600.0,3.39225
97200.0,1.36508333333
100800.0,0.4085
104400.0,0.790166666667
108000.0,0.914083333333
111600.0,0.845083333333
115200.0,0.844
118800.0,1.09275
122400.0,1.50575
126000.0,1.60941666667
129600.0,1.79975
133200.0,1.80683333333
136800.0,1.902
140400.0,1.8475
144000.0,1.84383333333
147600.0,2.29316666667
151200.0,2.10041666667
154800.0,2.08391666667
158400.0,2.33291666667
162000.0,1.02941666667
165600.0,0.845166666667
169200.0,0.671416666667
172800.0,0.41075
176400.0,0.334583333333
180000.0,0.33675
183600.0,0.390166666667
187200.0,0.421
190800.0,0.456583333333
194400.0,0.407083333333
198000.0,0.298333333333
201600.0,0.299166666667
205200.0,0.301833333333
208800.0,0.773
212400.0,1.29291666667
216000.0,1.42891666667
219600.0,1.08975
223200.0,0.977333333333
226800.0,0.89275
230400.0,0.417666666667
234000.0,0.533166666667
237600.0,0.778833333333
241200.0,0.8705
244800.0,0.691833333333
248400.0,0.739583333333
252000.0,0.834833333333
255600.0,1.02375
259200.0,0.945666666667
262800.0,0.797416666667
266400.0,0.654916666667
270000.0,0.763
273600.0,0.93975
277200.0,0.91
280800.0,0.862333333333
284400.0,0.909
288000.0,1.00425
291600.0,1.14041666667
295200.0,1.10841666667
298800.0,1.26208333333
302400.0,2.06791666667
306000.0,2.90016666667
309600.0,3.3545
313200.0,2.54308333333
316800.0,1.75258333333
320400.0,1.17091666667
324000.0,1.76983333333
327600.0,1.80608333333
331200.0,4.12758333333
334800.0,5.75683333333
338400.0,3.97516666667
342000.0,3.96083333333
345600.0,2.81108333333
349200.0,1.732
352800.0,1.91033333333
356400.0,1.35058333333
360000.0,1.05075
363600.0,1.16408333333
367200.0,1.36183333333
370800.0,1.56933333333
374400.0,0.893416666667
378000.0,0.9295
381600.0,1.27966666667
385200.0,2.10166666667
388800.0,4.517
392400.0,5.16075
396000.0,5.628
399600.0,5.02358333333
403200.0,4.22
406800.0,2.33975
410400.0,2.87458333333
414000.0,4.40633333333
417600.0,3.33966666667
421200.0,3.79275
424800.0,2.253
428400.0,0.758416666667
432000.0,0.67575
435600.0,1.003
439200.0,1.22133333333
442800.0,1.32591666667
446400.0,1.18116666667
450000.0,1.157
453600.0,0.856
457200.0,0.469416666667
460800.0,0.198416666667
464400.0,0.332
468000.0,0.461166666667
471600.0,1.09941666667
475200.0,1.21333333333
478800.0,1.273
482400.0,1.24575
486000.0,1.09716666667
489600.0,1.42066666667
