Time,Speed
0.0,16.9096666667
3600.0,14.5736666667
7200.0,13.5676666667
10800.0,15.803
14400.0,16.24975
18000.0,15.8405
21600.0,16.0431666667
25200.0,16.90825
28800.0,17.3139166667
32400.0,15.1224166667
36000.0,12.8249166667
39600.0,14.0363333333
43200.0,14.53525
46800.0,15.8428333333
50400.0,13.79375
54000.0,12.7458333333
57600.0,13.6221666667
61200.0,14.9731666667
64800.0,16.8413333333
68400.0,17.5525
72000.0,17.88975
75600.0,14.768
79200.0,12.9089166667
82800.0,17.9610833333
86400.0,15.8125833333
90000.0,13.2696666667
93600.0,10.4473333333
97200.0,9.05075
100800.0,6.59008333333
104400.0,7.20133333333
108000.0,9.24508333333
111600.0,16.8214166667
115200.0,16.2181666667
118800.0,16.4415
122400.0,16.8590833333
126000.0,17.87475
129600.0,17.4578333333
133200.0,18.3494166667
136800.0,15.71525
140400.0,13.12625
144000.0,13.7668333333
147600.0,13.2869166667
151200.0,11.2469166667
154800.0,9.16491666667
158400.0,6.26725
162000.0,5.02766666667
165600.0,5.07408333333
169200.0,7.09266666667
172800.0,7.55608333333
176400.0,3.39241666667
180000.0,4.06541666667
183600.0,5.94625
187200.0,5.95558333333
190800.0,6.05591666667
194400.0,5.30866666667
198000.0,6.19025
201600.0,5.69725
205200.0,5.12633333333
208800.0,4.42341666667
212400.0,4.96633333333
216000.0,5.57375
219600.0,4.38741666667
223200.0,3.817
226800.0,3.91716666667
230400.0,3.65358333333
234000.0,3.44441666667
237600.0,2.78183333333
241200.0,4.36541666667
244800.0,5.41683333333
248400.0,4.96091666667
252000.0,4.1315
255600.0,2.69516666667
259200.0,2.37566666667
262800.0,2.11075
266400.0,1.065
270000.0,1.10166666667
273600.0,1.16266666667
277200.0,2.501
280800.0,2.022
284400.0,2.08141666667
288000.0,2.47541666667
291600.0,3.29383333333
295200.0,2.22425
298800.0,0.995666666667
302400.0,0.888166666667
306000.0,0.727666666667
309600.0,0.731833333333
313200.0,0.414
316800.0,3.31041666667
320400.0,5.25708333333
324000.0,3.06341666667
327600.0,2.99466666667
331200.0,2.4905
334800.0,2.68441666667
338400.0,2.89766666667
342000.0,3.18583333333
345600.0,3.3255
349200.0,4.36583333333
352800.0,3.67341666667
356400.0,1.80625
360000.0,0.813
363600.0,1.0275
367200.0,0.966166666667
370800.0,0.409583333333
374400.0,1.203
378000.0,3.81783333333
381600.0,2.44858333333
385200.0,1.85158333333
388800.0,4.987
392400.0,6.06675
396000.0,6.13233333333
399600.0,5.52925
403200.0,5.115
406800.0,4.66216666667
410400.0,3.22625
414000.0,2.77083333333
417600.0,3.90933333333
421200.0,5.11316666667
424800.0,4.64283333333
428400.0,3.3315
432000.0,2.749
435600.0,2.34733333333
439200.0,1.55075
442800.0,2.02666666667
446400.0,2.60925
450000.0,3.73016666667
453600.0,3.72925
457200.0,3.58583333333
460800.0,4.92291666667
464400.0,5.387
468000.0,7.77166666667
471600.0,8.83566666667
475200.0,9.11983333333
478800.0,9.03075
482400.0,8.81966666667
486000.0,8.91566666667
489600.0,9.71475
493200.0,11.2301666667
496800.0,12.41975
500400.0,13.3495
504000.0,13.8835
507600.0,13.9543333333
511200.0,14.258
514800.0,14.35325
518400.0,15.1354166667
522000.0,16.1828333333
525600.0,16.29975
529200.0,14.8463333333
532800.0,14.40625
536400.0,15.4386666667
540000.0,17.4201666667
543600.0,17.8931666667
547200.0,17.7323333333
550800.0,16.9544166667
554400.0,14.4769166667
558000.0,14.0011666667
561600.0,14.3268333333
565200.0,14.4468333333
568800.0,14.3931666667
572400.0,14.5299166667
576000.0,14.752
579600.0,16.2426666667
583200.0,15.6700833333
586800.0,14.5014166667
590400.0,14.0111666667
594000.0,13.8606666667
597600.0,14.8235
601200.0,15.9475
604800.0,14.6788333333
608400.0,13.7485833333
612000.0,16.0790833333
615600.0,14.9933333333
619200.0,17.326
622800.0,13.67875
626400.0,14.8616666667
630000.0,15.671
633600.0,13.3164166667
637200.0,13.3685833333
640800.0,12.7044166667
644400.0,10.9290833333
648000.0,10.38275
651600.0,12.1229166667
655200.0,11.6521666667
658800.0,15.0090833333
662400.0,14.942
666000.0,14.4678333333
669600.0,14.22175
673200.0,11.6561666667
676800.0,9.05475
680400.0,8.26591666667
684000.0,10.4768333333
687600.0,10.1528333333
691200.0,7.39825
694800.0,8.30866666667
698400.0,8.89191666667
702000.0,8.54991666667
705600.0,7.25858333333
709200.0,7.17358333333
712800.0,7.0355
716400.0,6.70675
720000.0,7.34625
723600.0,6.721
727200.0,6.4205
730800.0,6.55633333333
734400.0,7.62816666667
738000.0,7.99766666667
741600.0,8.43916666667
745200.0,9.13516666667
748800.0,9.58616666667
752400.0,9.79241666667
756000.0,10.0250833333
759600.0,10.1043333333
763200.0,9.852
766800.0,10.3040833333
770400.0,10.25625
774000.0,9.44616666667
777600.0,9.54141666667
781200.0,9.7625
784800.0,10.037
788400.0,10.09825
792000.0,11.5095
795600.0,11.2896666667
799200.0,11.0166666667
802800.0,10.9555
806400.0,11.83575
810000.0,11.2794166667
813600.0,11.45775
817200.0,11.3539166667
820800.0,10.7593333333
824400.0,10.631
828000.0,10.2304166667
831600.0,8.99825
835200.0,8.5575
838800.0,9.39283333333
842400.0,10.1870833333
846000.0,11.0858333333
849600.0,10.57575
853200.0,11.056
856800.0,11.3309166667
860400.0,10.8970833333
864000.0,10.6793333333
867600.0,10.7840833333
871200.0,11.154
874800.0,11.2735
878400.0,10.9818333333
882000.0,11.4504166667
885600.0,10.3566666667
889200.0,11.2893333333
892800.0,7.90416666667
896400.0,9.64825
900000.0,8.95716666667
903600.0,9.22841666667
907200.0,9.20808333333
910800.0,9.13441666667
914400.0,8.87583333333
918000.0,7.94316666667
921600.0,8.81966666667
925200.0,11.0089166667
928800.0,12.2731666667
932400.0,12.4123333333
936000.0,12.1186666667
939600.0,12.537
943200.0,11.2965
946800.0,8.579
950400.0,9.22491666667
954000.0,9.29783333333
957600.0,10.8050833333
961200.0,8.04466666667
964800.0,8.24833333333
968400.0,9.37583333333
972000.0,9.32266666667
975600.0,8.68816666667
979200.0,8.68541666667
982800.0,7.77591666667
986400.0,6.11691666667
990000.0,5.6565
993600.0,5.8275
997200.0,6.00375
1000800.0,7.15108333333
1004400.0,7.64358333333
1008000.0,8.2615
1011600.0,9.53683333333
1015200.0,9.78325
1018800.0,9.29991666667
1022400.0,9.32475
1026000.0,8.45883333333
